domain	doc_id
2352	5669
2352	5672
2352	5675
2352	5678
2352	5684
2352	5687
2352	5690
2352	5699
2352	5705
2352	5711
2352	5714
2353	5726
2353	5729
2353	5732
2353	5735
2353	5741
2353	5744
2353	5747
2353	5750
2353	5753
2353	5756
2353	5759
2353	5762
2353	5765
2353	5771
2353	5774
2354	5777
2354	5780
2354	5786
2354	5789
2354	5792
2354	5801
2354	5804
2354	5816
2354	5819
2354	5822
2354	5825
2354	5831
2354	5834
2355	5840
2355	5843
2355	5846
2355	5849
2355	5852
2355	5858
2355	5861
2355	5864
2355	5867
2355	5870
2355	5873
2355	5876
2355	5879
2355	5882
2355	5885
2355	5888
2355	5891
2355	5894
2356	5897
2356	5900
2356	5903
2356	5906
2356	5909
2356	5912
2356	5915
2356	5921
2356	5924
2359	5927
2359	5930
2359	5933
2359	5936
2359	5939
2359	5942
2359	5945
2359	5948
2359	5951
2359	5954
2359	5957
2359	5960
2359	5966
2359	5972
2359	5981
2359	5984
2411	5987
2411	5993
2411	5996
2411	5999
2411	6002
2411	6011
2411	6014
2411	6017
2411	6020
2411	6023
2411	6026
2411	6029
2411	6032
2411	6035
2411	6038
2411	6041
2411	6044
2411	6047
2411	6050
2411	6056
2411	6059
2411	6062
2411	6065
2411	6068
2411	6071
2411	6074
2411	6077
2411	6080
2411	6086
2411	6089
2411	6092
2411	6095
2411	6098
2411	6101
2411	6104
2412	6107
2412	6110
2412	6113
2412	6116
2412	6119
2412	6122
2412	6125
2412	6128
2412	6131
2412	6134
2412	6140
2412	6149
2413	6152
2413	6161
2413	6164
2413	6167
2413	6170
2413	6176
2413	6179
2413	6182
2413	6185
2413	6191
2413	6194
2421	6197
2421	6200
2421	6206
2421	6209
2421	6215
2421	6221
2421	6224
2421	6227
2421	6236
2421	6239
2422	6245
2422	6254
2422	6257
2422	6260
2422	6266
2422	6269
2422	6272
2422	6275
2422	6278
2422	6281
2422	6284
2423	6290
2423	6299
2423	6302
2423	6305
2423	6308
2423	6317
2423	6329
2423	6335
2423	6344
2423	6347
2423	6350
2423	6356
2423	6359
2423	6362
2423	6365
2423	6368
2423	6371
2423	6374
2423	6377
2423	6380
2423	6386
2423	6389
2423	6392
2423	6395
2423	6404
2424	6407
2424	6413
2424	6416
2424	6419
2424	6422
2424	6425
2424	6431
2424	6437
2424	6440
2424	6443
2424	6446
2424	6449
2431	6452
2431	6455
2431	6464
2431	6470
2431	6476
2431	6479
2431	6482
2431	6491
2431	6494
2432	6497
2432	6500
2432	6506
2432	6509
2432	6512
2432	6515
2432	6521
2432	6524
2432	6530
2432	6536
2432	6539
2432	6542
2432	6545
2432	6548
2432	6554
2433	6557
2433	6560
2433	6563
2433	6566
2433	6569
2433	6575
2433	6578
2433	6581
2433	6584
2433	6587
2433	6590
2433	6593
2433	6596
2433	6599
2434	6602
2434	6605
2434	6608
2434	6611
2434	6614
2434	6617
2434	6623
2434	6626
2434	6629
2511	6632
2511	6641
2511	6644
2511	6647
2511	6650
2511	6656
2511	6659
2511	6662
2511	6665
2511	6671
2511	6674
2511	6677
2511	6683
2511	6686
2511	6689
2511	6692
2511	6695
2511	6698
2511	6701
2511	6704
2512	6707
2512	6710
2512	6716
2512	6719
2512	6722
2512	6725
2512	6728
2512	6731
2512	6734
2512	6737
2512	6749
2512	6752
2512	6755
2512	6761
2512	6764
2513	6767
2513	6770
2513	6776
2513	6779
2513	6782
2513	6785
2513	6788
2513	6794
2513	6797
2513	6800
2513	6803
2513	6806
2513	6809
2513	6812
2513	6815
2513	6821
2513	6824
2513	6827
2513	6836
2513	6839
2513	6845
2513	6848
2513	6851
2513	6854
2514	6857
2514	6860
2514	6863
2514	6869
2519	6875
2519	6881
2519	6884
2519	6887
2519	6890
2519	6896
2519	6899
2519	6902
2519	6905
2519	6911
2519	6914
2521	6917
2521	6920
2521	6923
2521	6926
2521	6929
2521	6932
2521	6935
2521	6938
2521	6941
2521	6944
2521	6959
2521	6962
2521	6965
2521	6971
2521	6974
2522	6977
2522	6980
2522	6983
2522	6986
2522	6989
2522	6992
2522	6995
2522	7001
2522	7004
2523	7010
2523	7019
2523	7025
2523	7031
2523	7034
2529	7037
2529	7040
2529	7043
2529	7046
2529	7049
2529	7052
2529	7055
2529	7058
2529	7061
2529	7064
2529	7067
2529	7070
2529	7076
2529	7079
2611	7082
2611	7085
2611	7088
2611	7091
2611	7094
2611	7097
2611	7100
2611	7103
2611	7106
2611	7109
2611	7112
2611	7115
2611	7118
2611	7121
2611	7124
2611	7127
2611	7130
2611	7136
2611	7142
2611	7145
2611	7148
2611	7151
2611	7154
2612	7160
2612	7163
2612	7166
2612	7169
2612	7172
2612	7178
2612	7181
2612	7193
2612	7196
2612	7199
2619	7202
2619	7205
2619	7208
2619	7211
2619	7214
2619	7217
2619	7220
2619	7226
2619	7229
2619	7232
2619	7235
2619	7241
2619	7244
2621	7247
2621	7256
2621	7262
2621	7265
2621	7268
2621	7274
2621	7277
2621	7286
2621	7289
2621	7292
2621	7295
2621	7298
2621	7301
2621	7304
2622	7310
2622	7316
2622	7319
2622	7322
2622	7325
2622	7331
2622	7334
2622	7337
2622	7340
2622	7343
2622	7346
2622	7349
2631	7352
2631	7355
2631	7361
2631	7364
2631	7367
2631	7370
2631	7376
2631	7379
2631	7391
2631	7394
2631	7397
2631	7400
2631	7412
2631	7415
2631	7424
2632	7427
2632	7430
2632	7436
2632	7439
2632	7451
2632	7454
2632	7457
2632	7460
2632	7466
2632	7469
2632	7475
2632	7481
2632	7487
2632	7490
2632	7496
2632	7499
2632	7505
2632	7511
2632	7514
2633	7520
2633	7526
2633	7529
2633	7532
2633	7547
2633	7550
2633	7553
2633	7559
2633	7562
2633	7565
2633	7571
2633	7574
2634	7577
2634	7583
2634	7589
2634	7592
2634	7595
2634	7598
2634	7601
2634	7604
2634	7607
2634	7610
2634	7616
2634	7619
2634	7622
2634	7625
2634	7628
2634	7631
2634	7637
2634	7640
2634	7649
2635	7652
2635	7655
2635	7658
2635	7661
2635	7664
2635	7667
2635	7670
2635	7673
2635	7676
2635	7679
2635	7682
2635	7685
2635	7688
2635	7694
2635	7706
2635	7709
2635	7712
2635	7715
2635	7727
2635	7730
2635	7736
2635	7739
2635	7745
2635	7751
2635	7757
2635	7760
2635	7766
2635	7769
2635	7772
2635	7775
2635	7778
2635	7781
2635	7784
2635	7787
2635	7790
2635	7796
2635	7799
2635	7805
2635	7808
2635	7811
2635	7814
2636	7817
2636	7820
2636	7823
2636	7826
2636	7829
2636	7832
2636	7835
2636	7841
2636	7847
2636	7850
2636	7853
2636	7856
2636	7859
2636	7862
2636	7868
2636	7871
2636	7874
2636	7877
2636	7880
2636	7883
2636	7886
2636	7889
2636	7892
2636	7895
2636	7898
2636	7901
2636	7904
2641	7907
2641	7910
2641	7916
2641	7919
2641	7922
2641	7925
2641	7928
2641	7931
2641	7946
2641	7949
2641	7952
2641	7955
2641	7958
2641	7961
2641	7964
2641	7967
2641	7970
2641	7973
2641	7976
2641	7979
2641	7982
2641	7985
2641	7988
2641	7991
2641	7994
2641	7997
2641	8000
2641	8006
2641	8009
2641	8012
2641	8015
2641	8018
2641	8021
2641	8024
2641	8027
2641	8030
2641	8039
2641	8042
2641	8045
2641	8054
2641	8057
2641	8060
2641	8066
2641	8069
2641	8072
2641	8075
2641	8081
2641	8084
2641	8087
2641	8090
2641	8096
2641	8099
2642	8102
2642	8105
2642	8108
2642	8111
2642	8114
2642	8117
2642	8120
2642	8123
2642	8126
2642	8129
2642	8132
2642	8135
2642	8138
2642	8141
2642	8144
2642	8147
2642	8150
2642	8153
2642	8156
2642	8159
2642	8162
2642	8165
2642	8168
2642	8171
2642	8174
2642	8177
2642	8180
2642	8189
2642	8192
2642	8195
2642	8198
2642	8201
2642	8204
2643	8207
2643	8210
2643	8216
2643	8219
2643	8222
2643	8225
2643	8237
2643	8240
2643	8243
2643	8249
2643	8255
2643	8261
2643	8264
2643	8267
2643	8270
2643	8273
2643	8276
2643	8279
2643	8282
2643	8285
2643	8288
2643	8291
2643	8294
2643	8297
2643	8300
2643	8303
2643	8306
2643	8309
2651	8312
2651	8315
2651	8318
2651	8321
2651	8324
2651	8330
2651	8336
2651	8339
2651	8345
2651	8351
2651	8354
2651	8357
2651	8360
2651	8363
2651	8366
2651	8369
2651	8372
2651	8378
2651	8381
2651	8384
2651	8387
2651	8390
2651	8393
2651	8396
2651	8399
2652	8402
2652	8408
2652	8411
2652	8414
2652	8417
2652	8423
2652	8426
2652	8429
2652	8435
2652	8441
2652	8444
2652	8447
2652	8450
2652	8453
2652	8456
2652	8459
2652	8462
2652	8465
2652	8468
2652	8474
2652	8477
2652	8480
2652	8483
2652	8486
2652	8489
2652	8492
2652	8495
2652	8501
2652	8504
2652	8507
2652	8510
2652	8513
2652	8516
2652	8519
2652	8522
2652	8525
2652	8528
2652	8531
2652	8534
2652	8537
2652	8540
2652	8543
2652	8546
2652	8549
2653	8555
2653	8561
2653	8564
2653	8567
2653	8570
2653	8573
2653	8576
2653	8579
2653	8582
2653	8585
2653	8588
2653	8591
2653	8594
2653	8597
2653	8600
2653	8603
2653	8606
2653	8609
2654	8612
2654	8615
2654	8618
2654	8621
2654	8624
2654	8627
2654	8630
2654	8633
2654	8636
2654	8639
2654	8642
2654	8645
2654	8651
2654	8654
2654	8657
2654	8660
2654	8663
2654	8666
2654	8669
2654	8672
2654	8675
2654	8678
2654	8681
2654	8684
2654	8687
2654	8690
2654	8693
2654	8696
2654	8699
2654	8702
2654	8705
2654	8708
2654	8711
2654	8714
2654	8720
2654	8723
2654	8726
2654	8729
2655	8732
2655	8735
2655	8738
2655	8744
2655	8747
2655	8750
2655	8753
2655	8756
2655	8759
2655	8762
2655	8765
2655	8768
2655	8771
2655	8774
2656	8777
2656	8780
2656	8783
2656	8786
2656	8789
2656	8792
2656	8795
2656	8798
2656	8801
2656	8804
2656	8807
2656	8810
2656	8816
2656	8819
2656	8822
2656	8825
2656	8828
2656	8831
2656	8834
2656	8837
2656	8840
2656	8843
2656	8846
2656	8849
2656	8852
2656	8855
2656	8858
2656	8861
2656	8864
2656	8867
2656	8870
2656	8873
2656	8876
2656	8879
2659	8885
2659	8894
2659	8900
2659	8906
2659	8909
2659	8912
2659	8915
2659	8918
2659	8921
2659	8924
2659	8930
2659	8939
2659	8942
2659	8945
2659	8948
2659	8951
2659	8954
2659	8957
2659	8960
2659	8966
2659	8969
2659	8975
2659	8981
2659	8984
2659	8987
2659	8990
2659	8993
2659	8996
2659	8999
3111	9002
3111	9005
3111	9008
